review,rating,categories
"After today's update, I can no longer use the app. It says my app is rooted/jailbroken. Hope this will bw fix soon Edit: 5*. I can now log on to the app after hard reseting my phone",5,app installation
"Helpfull, transparent and easy to use.",5,transaction legitimacy /  user friendliness
Nice app and very convenient to use. Highly recommended.,5,user friendliness
Great app! Easy to use and more advanced compared to those other so called digital banking service who only offer you a digital version of your passbook. Really loving the app and service!,5,user friendliness
Very helpful. Especiallly financial online banking. No need to travel to the city to transact.,5,user friendliness
Its easy to apply l9an,5,user friendliness
WORST LOAN APP!! NEVER IN THIS APP AGAIN..wag kayo Dito mag loloan pag 3500 niloan nyo 2000 lang marereceive nyo..napakalaki Ng tubo..nakalagay 2 repayment pero Isang bagsakan lang ibibigay sa inyo TAs need nyo makabayad agad sa takdang date bago mag alas dose pag nag rant kayo Ng 2 papayag sila pero madami din sasabihin .Grabe din Ang tumatwag pag maniningil na napaka unprofessional.👎👎👎,5,transaction legitimacy /  leniency
legit and very helpful online app,5,transaction legitimacy
Unable to add new device always.invalid otp,1,feature accessibility /  security features
Highly recommended app. Very helpful plus the interest is so good. Download it now too,5,savings interest
"Thumbs up! Recommended online lending apps,quick&fast transaction..,i hope you may secure my personal details.thankyou",5,transaction speed
Very convenient and easy tp use.,5,user friendliness
"""Problem connecting to server"" but my connection to the other app is good, how is it ?",1,loading speed
Nice madali application,5,registration
easy access and reliable excellent,5,user friendliness /  transaction legitimacy
Good easy to use nakakatulong sa emergency at dahil nga utang expected may interest talaga na medyo malake,4,transaction speed /  loan interest
"Horrible app. I can't log in for almost a week! It always says unable to log-in, try again. Do better with online banking, BDO. I'm transferring to another bank because of this poor service.",1,registration
Napa kadali po nang processing gusto ko siya,5,user friendliness
If may option lang po na to gibe much lower rate ibibigay kopo. Napakabatos po nag tatawag sa inyo kapag due date na,1,leniency
it was so easy steps to get there sign up and i was ao dis appointed about where am i having a problem or mistake to dissapproved my loan.. its wasting my time... i dont reccomend this app anymore there's 5percent chances to allow u even in difficult needs u cant borrow money easily ....,1,registration /  transaction approval
"Hindi man lang makapag-sign up sa online banking, kahit anong oras mo subukan mag-sign up puro enrollment cannot be process. Ano to? araw-araw down system nyo? malala!",1,registration
"Update Mar 3, 2023 Worst Bank app. Always have problem transferring funds to other banks like Gcash etc. Kung kelan mo kailangan tiyaka sila offline or can not transact.",1,feature accessibility
Easy to apply,5,user friendliness
Best loan app fast to disburse and low interest,5,transaction speed /  loan interest
Easy & fast transaction highly recommend,5,user friendliness /  transaction speed
Very easy to used.,5,user friendliness
"A very good loan platform, it is very convenient to borrow money. The process of borrowing money is very simple, the lending speed is fast, and it is trustworthy. Very good loan software!",5,user friendliness /  transaction speed /  transaction legitimacy
100% guaranteed safe and secured,5,transaction legitimacy
Grabeng hirap mag create at mag log in.,1,registration
"easy access, to check my current, remaining and statement balance. but convertion of rewards needs to improve",4,user friendliness /  feature accessibility
"Approved agad first loan 2k full ko sya nakuha and 600+ ang interest, ok na rin kesa sa iba na grabe ang deductions, ok na sa emergency loan, thank you 😍",5,transaction approval
There are so many things that this app must imrove. Like for example the it need to load more faster when opening such an hassle to wait. And when I'm trying to pay my bills it wouldn't even load.,3,loading speed
After making repayment there's no improvement in the loan eligibility increase My Goodness so poor.,1,leniency
I hope it'll continue to provide good service. Specially instant transfer. Been using this since June this year but didn't get the promo 1000 shopee coins after setup to link my shopee account. Other than that everything works well.,5,transaction speed
Used to do seamless banking here. Now it almost always fails per transaction or is almost always in maintenance mode,1,feature accessibility /  maintenance
"Easy access and secured, as a citi bank cardholder. interface are user friendly and easy to navigate.",5,user friendliness /  security features
"After last update this app there always a problem to do a tranfers a fund to other bank transfer like gcash, pnb etc. pls fix immidietly.",2,feature accessibility
Worst app! Can't transfer funds to other bank!,1,transaction flexibility
Hard to add device since you have to send message but it won't send because the number used is not a mobile phone number. How can we reply to that message?,4,security features
"This online banking has more security features compared to other apps like if you are sending money, you don't need otp—you are required to take a facial recognition. the customer service is responsive and it has a 3% discount on load!",5,security features /  customer service /  user incentive
very accessible and theres a lot of promos,5,user incentive
"I cannot access the messages on the webpage even though I have scanned the QR code as required. It would also help if the messages are included in this app, I would recommend integrating the messages through this app.",1,feature accessibility
Incomplete details. No credit card details. I prefer using the web browser.,1,feature accessibility
Nice and good easy borrow,5,user friendliness
app's been great! navigation is easy and there are even free transfers if you use instapay! this really helps since I buy with my maya card a lot😅,5,user friendliness /  user incentive 
Etong si plentita nalang ata pinakamabait na nagpapautang sa lahat kung may 1million star lang sa review bibigyan ko tong app na to ng billion lahat ng illion mabait mamaasahan di naninigil di ng haharass lol yung iba 50 nlng haharassin ka pa. i salute you plentita,5,leniency
Very easy to apply and approve Pero pag nagbayad kana ang tagal ng update sa accnt kahit paid kana ang hirap walang makausap na agent..thank you,3,user friendliness /  transaction speed /  customer service
